cleaned_positive,polarity_positive,sentiment,Score,GuestCountry,RoomType,GroupType,visit_month,visit_year
comfort clean modern pleasant host nice help everyth,0.475,positive,10.0,Hungary,Double Room with Balcony,Couple,4,2022
welcom environ courtesi cleanli modern room,0.2,positive,8.0,Cyprus,Double Room with Balcony,Group,4,2022
clean comfort bed perfect locat near airport friendli welcom comfort bed tea coffe room,0.48888888888888893,positive,9.0,France,Double Room,Solo traveler,3,2022
staff friendli,0.0,positive,9.0,Croatia,Double Room,Couple,1,2022
hotel clean comfort good locat close salt lake mackenzi beach close bu stop close airport bu cost euro airport hotel walk along entir promenad larnaca won’t miss anyth calm step along sea church st lazaru minut room wonder white bed breakfast bought directli hotel euro rent car place park shower wonder air condition work januari warm sunni everyth great owner hotel friendli allow leav thing even check highli recommend,0.4611111111111111,positive,10.0,Ukraine,Double Room,Group,1,2022
hotel close airport clear given superior room balconi free unfortun possibl evalu everyth sinc arriv even alreadi dark left airport earli morn still dark mani restaur cafe within walk distanc hotel conveni u close beach seat quickli left night problem,0.1285714285714286,positive,10.0,Russia,Double Room,Couple,12,2021
nice staff one night leav earli next day airport,0.3,positive,9.0,Italy,Double Room with Balcony,Group,11,2021
new hotel clean comfort room friendli staff hotel locat near airport read review extran nois could interfer travel season nois street sound land take plane particularli bother u,0.25075757575757573,positive,9.0,Ukraine,Double Room,Couple,11,2021
conveni locat late arriv plan travel car walk distanc mackenzi beach salt lake pure problem checkin night park next hotel,-0.02857142857142857,positive,10.0,Ukraine,Family Suite with Balcony,Family,1,2022
larg comfort bed clean linen cozi close airport minut taxi,0.3666666666666667,positive,10.0,Russia,Double Room,Solo traveler,11,2021
cleanli everyth white bright cozi spent one night plane satisfi accommod perfect close airport,0.4,positive,10.0,Russia,Double Room,Couple,10,2021
nice staff comfort bed great shower stay one night fli cypru option excel close airport near lake flamingo winter,0.5,positive,8.0,Ukraine,Standard Triple Room,Family,12,2021
like hotel alreadi approach street feel new leav time start street terrac hall room clean comfort soft bed turn later hotel alreadi year old well alway friendli staff look like famili busi say everi day clean time go veranda tabl drink wonder cappuccino soft sofa sleep rest night soft bed use pool sea better good mackenzi beach swim,0.24696969696969698,positive,9.0,Russia,Double Room with Balcony,Couple,9,2021
warm care welcom room well equip clean comfort happi,0.48333333333333334,positive,9.0,France,Double Room,Solo traveler,11,2021
nice staff lobbi room clean,0.48333333333333334,positive,10.0,Norway,Double Room,Couple,12,2021
cleanli spaciou,0.0,positive,9.0,Greece,Double Room,Couple,11,2021
super nice staff great locat pet friendli abl bring small dog hotel still clean,0.37,positive,10.0,Germany,Double Room with Balcony,Family,11,2021
cleanest room ive ever cleanli top notch clean everi day tap towel white bed problem solv instantli staff excel everyon definit polit smile,0.2916666666666667,positive,8.0,Russia,Double Room with Balcony,Solo traveler,11,2021
clean room nice staff comfort bed,0.48333333333333334,positive,10.0,Norway,Double Room,Couple,11,2021
proxim airport small modern room good bed good bathroom,0.33749999999999997,positive,8.0,Germany,Double Room,Couple,11,2021
nice accommod park hotel area beauti beach within walk distanc help staff due delay plane wait u morn,0.2375,positive,9.0,Czech Republic,Standard Triple Room,Group,10,2021
locat hotel near airport fast transfer organ hotel total close beach although get beach rel quickli go socal shortcut along welltrodden path field small escarp anoth way littl around along street center quit far km walk along beach promenad peac great modern design comfort bed clean larg balconi larg bathroom shower equip kettl plu welcom pack tea coffe water breakfast serv site ground floor dine room access front terrac delici homemad greek tast,0.14166666666666666,positive,8.0,Poland,Standard Triple Room,Family,10,2021
even though arriv wait u friendli clean close airport,0.3666666666666667,positive,10.0,Austria,Double Room with Balcony,Family,11,2021
locat close airport therefor day lot nois plane take heard night breakfast good lavish ask bread,0.7,positive,8.0,Netherlands,Double Room with Balcony,Couple,11,2021
great locat arriv late want sleep quiet locat friendli help staffown,0.16666666666666666,positive,9.0,Germany,Double Room with Balcony,Solo traveler,10,2021
clean new room perfect bed towel close locat bu stop minut center minut airport friendli staff wish problemat situat solv immedi ideal place need spend night departur larnaca,0.4606060606060606,positive,10.0,Ukraine,Double Room,Family,10,2021
clean plenti park nice kind staff,0.5222222222222223,positive,8.0,Israel,Two-Bedroom Suite,Family,9,2021
nice room kettl microwav spaciou bath view beauti hous seat middl night delici breakfast fee request transfer airport airport,0.6,positive,10.0,Ukraine,Double Room,Couple,10,2021
street side room noisier face back,0.0,positive,10.0,France,Double Room with Balcony,Couple,10,2021
pleasantli surpris hotel appear renov,0.0,positive,10.0,Germany,Double Room with Balcony,Solo traveler,10,2021
new hotel super clean room comfort bed famili busi owner friendli,0.2787878787878788,positive,8.0,Germany,Family Suite with Balcony,Group,10,2021
nice home atmospher delici food owner take care guest make feel home place recommend,0.6,positive,10.0,Poland,Double Room with Balcony,Couple,10,2021
cozi hotel quiet locat walk distanc beach went child walk around also interest room clean comfort mattress excel clean bed soap shower shower gel keep mind usual go polit pleasant staff took breakfast like,0.24333333333333335,positive,10.0,Russia,Double Room with Balcony,Family,10,2021
wellkept hotel friendli servic comfort mattress fridg kettl modern new equip,0.16818181818181818,positive,9.0,Germany,Double Room,Solo traveler,10,2021
staff super respons kind peopl feel home room refriger kettl mug small safe use tv channel local languag netflix browser near salt lake minut walk minut sea quiet place near airport km bu car minut walk walk minut,0.1729166666666667,positive,10.0,Russia,Double Room with Balcony,Family,10,2021
breakfast book locat good airport beach,0.7,positive,8.0,Germany,Double Room with Balcony,Solo traveler,10,2021
good hotel next mackenzi beach especi airport minut car,0.35,positive,9.0,Spain,Double Room with Balcony,Couple,10,2021
superb room bathroom balconi comfort staff top notch,0.75,positive,8.0,France,Double Room with Balcony,Couple,10,2021
stay one night due earli flight airport minut car like food cafe lobbi near good beach,0.22499999999999998,positive,8.0,Russia,Double Room with Balcony,Family,10,2021
cozi stylish hotel good staff excel locat bu stop nearbi salt lake minut walk sea,0.6,positive,8.0,Russia,Double Room with Balcony,Solo traveler,10,2021
clean,0.3666666666666667,positive,9.0,Germany,Standard Triple Room,Family,10,2021
clean modern hotel friendli staff,0.2833333333333333,positive,8.0,Germany,Standard Triple Room,Group,9,2021
terrac sympathi restaur manag,0.0,positive,9.0,France,Double Room with Balcony,Couple,10,2021
excel locat perfect cleanli excel breakfast € super servic,0.6666666666666666,positive,10.0,Russia,Double Room with Balcony,Couple,9,2021
situat extrem close airport earli departur late arriv extrem close beach entertain restaur bar quiet though clean comfort brand new friendli pleasant welcom,0.1872727272727273,positive,10.0,France,Double Room with Balcony,Couple,9,2021
middl septemb realli like hotel remind famili hostel excel servic staff owner staff alway readi help help immedi adapt hotel beach rel close minut calm pace bu stop nearbi also import shortcom would note monoton breakfast everi day,0.30000000000000004,positive,9.0,Israel,Family Suite with Balcony,Couple,9,2021
nice owner great hotel close beach,0.7,positive,10.0,Poland,Double Room with Balcony,Couple,9,2021
room spotless sheet muski book doubl room gave u bed room two room made u happi arriv midnight person recept check staff kind help would definit go,0.6,positive,10.0,Greece,Double Room with Balcony,Couple,9,2021
conveni locat far airport sea,0.1,positive,8.0,Russia,Double Room,Couple,9,2021
locat near airport near mackenzi beach super conveni delici breakfast attent staff five minut beach homer comfort clean clean everi day owner hotel help question stop,0.2533333333333333,positive,10.0,Ukraine,Standard Triple Room,Group,9,2021
help staff adapt socket ask recept,0.0,positive,10.0,Israel,Family Suite with Balcony,Family,8,2021
hotel rather well place access beach cross vacant lot airport nearbi taxi price center larnaca pleasant surpris photo accommod swim pool fridg fill drink delicaci even pay nice avail,0.30833333333333335,positive,9.0,France,Double Room with Balcony,Solo traveler,9,2021
close airport quietli reach stop bu nd floorentr depart airport immedi left end airport build host friendli,0.0,positive,7.9,Russia,Standard Triple Room,Couple,8,2021
avail care custom room well equip breakfast good plenti arriv airport shuttl taxi hotel wait u hotel allow u extra cost late arriv late departur pm,0.024999999999999994,positive,9.0,France,Double Room,Couple,9,2021
staff welcom kind friendli everyth clean perfect complaint strongli advis,0.4166666666666667,positive,10.0,France,Double Room,Couple,9,2021
individu approach respons staff clean fresh comfort see new clean everi day,0.2924242424242425,positive,10.0,Russia,Double Room with Balcony,Couple,7,2021
hotel minut airport conveni miss flight welcom warm effici unfortun tri breakfast meal hotel well locat restaur area,0.6,positive,8.0,France,Double Room with Balcony,Solo traveler,8,2021
clean comfort hotel delici breakfast beach foot minut pleasant impress remain,0.55,positive,10.0,Ukraine,Standard Triple Room,Group,8,2021
great bed excel clean great airport attach,0.6555555555555556,positive,8.0,Italy,Double Room with Balcony,Group,8,2021
import thing hotel incred staff soul atmospher definit recommend tri food restaur took pasta pizza salad burger everyth pipe hot tasti homemad gener manag behind counter restaur made holiday room clean aircondit balconi minibar definit recommend,0.07222222222222223,positive,10.0,Russia,Double Room with Balcony,Family,8,2021
nice staff good cook,0.6499999999999999,positive,8.0,Poland,Standard Triple Room,Family,8,2021
hotel complet redon room clean comfort like manag hotel chef staff extrem kind help go back cypru wouldnt go anywher els full breakfast serv without time limit good understand,0.4033333333333333,positive,10.0,France,Double Room with Balcony,Family,8,2021
hotel complet redon room clean comfort like manag hotel chef staff extrem kind help go back cypru wouldnt go anywher els,0.32222222222222224,positive,10.0,France,Family Suite with Balcony,Family,8,2021
great compact room hotel clean modern star sure mackenzi beach minut asphalt offroad descent end street airport minut drive,0.4666666666666667,positive,9.0,Russia,Double Room with Balcony,Solo traveler,8,2021
perfect,1.0,positive,10.0,Poland,Double Room with Balcony,Solo traveler,8,2021
gener satisfi correspond price small clean cozi modern hotel small number peopl,0.016666666666666677,positive,8.0,Cyprus,Standard Triple Room,Family,8,2021
new hotel renov soft blanket,0.11818181818181818,positive,10.0,Russia,Family Suite with Balcony,Family,8,2021
amaz place,0.0,positive,10.0,Cyprus,Double Room with Balcony,Solo traveler,8,2021
cleanli proxim airport walk sea,0.0,positive,9.0,Russia,Double Room with Balcony,Couple,7,2021
super establish undervalu opinion avail pleasant profession staff,0.5333333333333333,positive,10.0,Spain,Two-Bedroom Suite,Family,7,2021
room possibl late check nice staff,0.15,positive,8.0,Netherlands,Two-Bedroom Suite,Family,7,2021
delici breakfast clean room excel renov tast stylish beauti,0.43333333333333335,positive,9.0,Cyprus,Double Room with Balcony,Solo traveler,7,2021
,0.0,positive,9.0,Israel,Double Room with Balcony,Couple,7,2021
great staff great willing hotel tidi modern,0.5125000000000001,positive,9.0,Cyprus,Standard Triple Room,Group,7,2021
pleasant welcom,0.7333333333333334,positive,9.6,France,Standard Triple Room,Family,7,2021
pleasant staff new clean room,0.4121212121212121,positive,8.0,Ukraine,Double Room with Balcony,Group,6,2021
hotel staff fantast,0.0,positive,8.0,Spain,Double Room with Balcony,Solo traveler,7,2021
great place nice staff close mackenzi beach salt lake minut airport bu taxi,0.7,positive,10.0,Russia,Double Room with Balcony,Solo traveler,7,2021
super clean modern room bathroom balconi wonder air condit also stay leav room open balconi door,0.22499999999999998,positive,9.0,Netherlands,Double Room with Balcony,Couple,7,2021
friendli help staff walk distanc beach sever restaur,0.0,positive,8.0,Switzerland,Family Suite with Balcony,Family,7,2021
clean nice atmospher help peopl,0.48333333333333334,positive,10.0,Poland,Double Room with Balcony,Family,7,2021
super polit help staff clean comfort room good new furnitur delici breakfast veranda walk distanc makenzi beach absenc car easi get bu airport worri proxim airport entir stay notic nois experi discomfort,0.38409090909090904,positive,9.0,Russia,Double Room with Balcony,Couple,7,2021
simpl beauti,0.0,positive,10.0,Turkey,Standard Triple Room,Solo traveler,7,2021
friendli courteou staff clean chic furnish,0.3666666666666667,positive,10.0,Germany,Double Room with Balcony,Couple,7,2021
extrem thick bed weather,-0.3,positive,9.0,Hungary,Standard Triple Room,Family,7,2021
everyth great mackenzi minut walk hotel conveni locat friendli staff everyth great room clean pressur ox excel bed comfort,0.6555555555555556,positive,10.0,Russia,Double Room with Balcony,Group,7,2021
great option arriv larnaca airport close clean possibl anim everyon hotel friendli tri help explain,0.5833333333333334,positive,10.0,Russia,Two-Bedroom Suite,Family,7,2021
everyth best best place ever,1.0,positive,10.0,Ukraine,Double Room with Balcony,Couple,6,2021
hotel clean well equip excel breakfast manag extrem nice help highli recommend hotel anyon want pleasant stay,0.5666666666666668,positive,10.0,France,Double Room with Balcony,Solo traveler,6,2021
locat close airport beach newli refurbish hotel room balconi clean,0.3666666666666667,positive,8.0,Ukraine,Double Room with Balcony,Couple,6,2021
everyth great,0.8,positive,10.0,Ukraine,Double Room with Balcony,Solo traveler,6,2021
welcom friendli staff everyth clean white freshli renov near mackenzi beach airport salt lake,0.15555555555555556,positive,10.0,Ukraine,Double Room with Balcony,Family,6,2021
staff everyth hotel new locat close waterfront staff friendli clean,0.2515151515151515,positive,8.0,Ukraine,Family Suite with Balcony,Group,6,2021
great hotel everyth new clean friendli welcom staff hotel close airport conveni short stay near sea promenad sever excel restaur highli recommend,0.28060606060606064,positive,10.0,Ukraine,Double Room with Balcony,Family,6,2021
locat close everyth alyki beach club restaur café breakfast wonder,0.0,positive,10.0,Cyprus,Double Room with Balcony,Family,6,2021
mackenzi beach super easi reach close disturb parti night friendli help hotel staff,0.3333333333333333,positive,9.0,Germany,Double Room with Balcony,Solo traveler,6,2021
close beach pleasant breakfast qualiti eco hotel,0.7333333333333334,positive,10.0,Belgium,Double Room with Balcony,Solo traveler,6,2021
due pandem flight cancel next day spend night hotel honestli say satisfi furnitur hotel new owner good peopl bed comfort breakfast excel,0.17784090909090908,positive,9.0,Israel,Double Room with Balcony,Solo traveler,6,2021
nice accommod extrem clean good locat near beach center vanilla style room offer pleasant atmospher relax unwind also one thing set hotel apart generos offer bottl water tea bag coffe free mention afford price minibar also note staff commun well french someth rare find cypru,0.3444444444444444,positive,10.0,Switzerland,Double Room with Balcony,Solo traveler,5,2021
,0.0,neutral,6.0,Ukraine,Double Room with Balcony,Solo traveler,11,2022
didnt eat,0.0,negative,3.0,Israel,Two-Bedroom Suite,Family,10,2022
comfort bed,0.0,neutral,6.0,Israel,Double Room with Balcony,Family,10,2022
clean nice room,0.48333333333333334,neutral,7.0,Denmark,Double Room,Couple,10,2022
room qualiti,0.0,neutral,6.0,Poland,Double Room with Balcony,Family,9,2022
clean function,0.3666666666666667,neutral,7.0,France,Budget Twin Room,Family,8,2022
room satisfactoryth ladi recept spoke cypriot kind will help,0.6,neutral,7.0,Greece,Double Room with Balcony,Family,9,2022
clean room realli serf purpos came,0.3666666666666667,neutral,7.0,Israel,Double Room,Couple,8,2022
close airport aircraft nois clean bu station nearbi salt lake nearbi,0.3666666666666667,neutral,7.0,Austria,Double Room,Solo traveler,9,2022
locat close field room clean,0.3666666666666667,neutral,7.0,India,Double Room with Balcony,Couple,8,2022
locat close field,0.0,neutral,6.0,Israel,Double Room,Family,7,2022
,0.0,neutral,5.0,Cyprus,Family Suite with Balcony,Family,6,2022
comfort room one night departur,0.0,neutral,7.0,Germany,Double Room with Balcony,Couple,7,2022
meal includ price,0.0,neutral,7.0,Italy,Double Room,Couple,6,2022
good earli morn flight,0.7,neutral,7.0,Greece,Double Room with Balcony,Couple,6,2022
nice staff,0.6,neutral,7.0,Germany,Double Room with Balcony,Couple,6,2022
central locat beach parti mile airport old town,0.05,neutral,7.0,Germany,Double Room with Balcony,Solo traveler,5,2022
clean furnitur terrac,0.3666666666666667,neutral,7.0,Italy,Double Room,Couple,4,2022
big room,0.0,neutral,6.0,Austria,Double Room,Solo traveler,4,2022
room,0.0,neutral,7.0,Italy,Family Suite with Balcony,Group,3,2022
good locat,0.7,neutral,7.0,Sweden,Double Room with Balcony,Couple,11,2021
larg spaciou suit comfort bed good larg famili peopl light interior,0.55,neutral,7.0,Sweden,Two-Bedroom Suite,Family,10,2021
locat good,0.7,neutral,6.0,Finland,Double Room with Balcony,Couple,10,2021
warm welcom french comfort bed cleanli,0.3,neutral,7.0,France,Double Room with Balcony,Couple,10,2021
breakfast ok clean room comfort bed,0.43333333333333335,negative,3.0,Romania,Double Room with Balcony,Couple,10,2021
excel attent comfort bed good shower furnitur bathroom new impecc good wifi connect bar restaur nearbi,0.5121212121212121,neutral,7.0,Argentina,Double Room with Balcony,Couple,10,2021
cleanli,0.0,negative,3.0,Russia,Double Room with Balcony,Solo traveler,9,2021
clean spaciou room,0.3666666666666667,neutral,7.0,Lithuania,Family Suite with Balcony,Family,9,2021
terrac room wellfurnish room bathroom locat object,0.0,neutral,6.0,Poland,Double Room with Balcony,Group,9,2021
hotel make long transfer cypru hotel one night pro cleanli beach within walk distanc coupl tavern area near airport,0.025,neutral,6.0,Russia,Double Room with Balcony,Group,9,2021
clean daili chang towel pleasant help staff valu money,0.55,neutral,7.0,Greece,Double Room with Balcony,Couple,8,2021
clean comfort nice staff,0.48333333333333334,neutral,6.0,Russia,Double Room with Balcony,Solo traveler,8,2021
new equip good access reptil,0.41818181818181815,positive,9.0,Czech Republic,,Family,8,2022
locat calm,0.30000000000000004,positive,10.0,Lebanon,,Family,8,2022
comfort clean room good locat kind staff,0.5555555555555555,positive,8.0,Greece,,Family,7,2022
perfect welcom even arriv am expect perfect price,1.0,positive,10.0,France,,Couple,5,2022
friendli warm servic clean new room proxim beach airport,0.36767676767676766,positive,9.0,Germany,,Solo traveler,3,2022
wonder hotel cozi home atmospher respons staff alway smile delici inexpens breakfast option coupl day arriv chang room oneroom tworoom balconi,0.3,positive,10.0,Russia,,Family,11,2021
perfect welcom morn excel valu close airport,1.0,positive,10.0,France,,Couple,10,2021
locat close airport quiet checkin am except welcom french room clean larg enough recent outdoor balconi plu proxim beach citi signific asset bu stop near hotel allow go citi center airport recommend,0.05238095238095238,positive,10.0,France,,Couple,10,2021
cozi hotel nice room larg room size locat near mackenzi beach,0.35,positive,10.0,Russia,,Family,10,2021
friendli nice sympathet man serv breakfast,0.6,positive,8.0,Finland,,Group,10,2021
excel locat close everyth,0.0,positive,10.0,Israel,,Couple,10,2021
love quiet cozi hotel minut beach airport crisp white linen small cozi clean room reason price extend stay room half day due constantli shift departur plane pleasant help staff thank,0.1453703703703704,positive,10.0,Russia,,Solo traveler,9,2021
servic,0.0,positive,10.0,Israel,,Couple,7,2021
stay worth sleep departur kind help staff,0.44999999999999996,neutral,6.0,Spain,,Group,6,2021
